ThresholdType,CueType,T,N,K,P,Beta,Mu,Sigma,s,l,DOL,TaskSwitches,Loading,TimetoEq
Composite Threshold,Task Demand,4,625,0.00111493523053806,0.516239881612361,2.48278901663572,0.404915868311867,0.917739871171811,NaN,NaN,0.240410481245674,412470,-499100.078177411,4595
Random Choice,Task Demand,4,625,0.00111493523053806,0.516239881612361,2.48278901663572,0.404915868311867,0.917739871171811,0.766904211395618,0.604664925092067,0.00042585729427235,2113071,-1616886.07817741,1
Response Threshold,Task Completion,4,625,0.00111493523053806,0.516239881612361,2.48278901663572,0.404915868311867,0.917739871171811,NaN,NaN,0.00045289213117769,2128549,-1302499.07817741,1
Satisfaction Threshold,Task Completion,4,625,0.00111493523053806,0.516239881612361,2.48278901663572,0.404915868311867,0.917739871171811,NaN,NaN,0.130439670978315,221611,-466452.078177411,2956
Composite Threshold,Task Completion,4,625,0.00111493523053806,0.516239881612361,2.48278901663572,0.404915868311867,0.917739871171811,NaN,NaN,0.135318679353922,310424,-452660.078177411,3280
Random Choice,Task Completion,4,625,0.00111493523053806,0.516239881612361,2.48278901663572,0.404915868311867,0.917739871171811,0.745434522992573,0.8200673279755,0.000317444883764294,2439505,-1875254.07817741,1
Response Threshold,Task Demand,8,247,0.00191397613500995,0.686078803509196,6.11385919100432,0.27523238606704,0.762359301292209,NaN,NaN,0.0116365290674655,930399,-96193.3253735753,4627
Satisfaction Threshold,Task Demand,8,247,0.00191397613500995,0.686078803509196,6.11385919100432,0.27523238606704,0.762359301292209,NaN,NaN,0.353792910003479,297712,-14325.3253735753,1684
Composite Threshold,Task Demand,8,247,0.00191397613500995,0.686078803509196,6.11385919100432,0.27523238606704,0.762359301292209,NaN,NaN,0.471982833269886,188210,-23827.3253735753,1297
Random Choice,Task Demand,8,247,0.00191397613500995,0.686078803509196,6.11385919100432,0.27523238606704,0.762359301292209,0.880828591929788,0.534623176471781,0.000929292223338978,821765,-5942.32537357532,4925
Response Threshold,Task Completion,8,247,0.00191397613500995,0.686078803509196,6.11385919100432,0.27523238606704,0.762359301292209,NaN,NaN,0.0297038274454142,923033,-101358.325373575,4277
Satisfaction Threshold,Task Completion,8,247,0.00191397613500995,0.686078803509196,6.11385919100432,0.27523238606704,0.762359301292209,NaN,NaN,0.155829692389824,323192,-54478.3253735753,1450
Composite Threshold,Task Completion,8,247,0.00191397613500995,0.686078803509196,6.11385919100432,0.27523238606704,0.762359301292209,NaN,NaN,0.259048865412917,360021,-54147.3253735753,1381
Random Choice,Task Completion,8,247,0.00191397613500995,0.686078803509196,6.11385919100432,0.27523238606704,0.762359301292209,0.332611796498146,0.198920314061939,0.00318816535967119,307537,-999.325373575324,4919
Response Threshold,Task Demand,1,411,0.0264715450248374,0.57623153229307,4.24532598871537,0.126781301723249,0.0275060837901411,NaN,NaN,Inf,106763,-726.632817851307,82
Satisfaction Threshold,Task Demand,1,411,0.0264715450248374,0.57623153229307,4.24532598871537,0.126781301723249,0.0275060837901411,NaN,NaN,Inf,1216105,528875.367182149,54
Composite Threshold,Task Demand,1,411,0.0264715450248374,0.57623153229307,4.24532598871537,0.126781301723249,0.0275060837901411,NaN,NaN,Inf,148751,-798.632817851307,59
Random Choice,Task Demand,1,411,0.0264715450248374,0.57623153229307,4.24532598871537,0.126781301723249,0.0275060837901411,0.0386278705789752,0.88676339857754,Inf,151847,-7508.63281785131,4896
Response Threshold,Task Completion,1,411,0.0264715450248374,0.57623153229307,4.24532598871537,0.126781301723249,0.0275060837901411,NaN,NaN,Inf,95618,-10547.6328178513,228
Satisfaction Threshold,Task Completion,1,411,0.0264715450248374,0.57623153229307,4.24532598871537,0.126781301723249,0.0275060837901411,NaN,NaN,Inf,1222737,520712.367182149,131
Composite Threshold,Task Completion,1,411,0.0264715450248374,0.57623153229307,4.24532598871537,0.126781301723249,0.0275060837901411,NaN,NaN,Inf,153652,-11084.6328178513,181
Random Choice,Task Completion,1,411,0.0264715450248374,0.57623153229307,4.24532598871537,0.126781301723249,0.0275060837901411,0.013131931830329,0.301975646621173,Inf,51587,-8272.63281785131,4860
Response Threshold,Task Demand,2,697,0.00204496992467569,0.906831444452838,7.41842635607702,0.889998475863332,0.152500908530869,NaN,NaN,0.00518882928787408,2891114,-451257.850647961,1
Satisfaction Threshold,Task Demand,2,697,0.00204496992467569,0.906831444452838,7.41842635607702,0.889998475863332,0.152500908530869,NaN,NaN,0.13178965933254,389892,-644229.850647961,1
Composite Threshold,Task Demand,2,697,0.00204496992467569,0.906831444452838,7.41842635607702,0.889998475863332,0.152500908530869,NaN,NaN,0.0832212118741092,1498700,-271664.850647961,884
Random Choice,Task Demand,2,697,0.00204496992467569,0.906831444452838,7.41842635607702,0.889998475863332,0.152500908530869,0.577993418870702,0.41115489956787,0.000375805506509953,1675327,-8037.85064796079,4926
Response Threshold,Task Completion,2,697,0.00204496992467569,0.906831444452838,7.41842635607702,0.889998475863332,0.152500908530869,NaN,NaN,0.000103243914157559,3313847,-218063.850647961,4878
Satisfaction Threshold,Task Completion,2,697,0.00204496992467569,0.906831444452838,7.41842635607702,0.889998475863332,0.152500908530869,NaN,NaN,0.0628369105125824,292381,-127091.850647961,1078
Composite Threshold,Task Completion,2,697,0.00204496992467569,0.906831444452838,7.41842635607702,0.889998475863332,0.152500908530869,NaN,NaN,0.0510684486518005,1392254,-55188.8506479608,1500
Random Choice,Task Completion,2,697,0.00204496992467569,0.906831444452838,7.41842635607702,0.889998475863332,0.152500908530869,0.70923247978504,0.509746548892842,0.000256786857810063,2068687,-17853.8506479608,4924
Response Threshold,Task Demand,4,55,0.0319527153052433,0.771935790062315,9.6853729934607,0.833057498741529,0.41216586010312,NaN,NaN,0.948100331418343,15530,-235.76078175266,291
Satisfaction Threshold,Task Demand,4,55,0.0319527153052433,0.771935790062315,9.6853729934607,0.833057498741529,0.41216586010312,NaN,NaN,0.00126487221653435,102295,42052.2392182473,87
Composite Threshold,Task Demand,4,55,0.0319527153052433,0.771935790062315,9.6853729934607,0.833057498741529,0.41216586010312,NaN,NaN,1.01092375637011,14141,-248.76078175266,116
Random Choice,Task Demand,4,55,0.0319527153052433,0.771935790062315,9.6853729934607,0.833057498741529,0.41216586010312,0.017296463899341,0.492153802154066,0.0150669925510338,9305,-842.76078175266,4569
Response Threshold,Task Completion,4,55,0.0319527153052433,0.771935790062315,9.6853729934607,0.833057498741529,0.41216586010312,NaN,NaN,0.349818360093294,104980,57662.2392182473,106
Satisfaction Threshold,Task Completion,4,55,0.0319527153052433,0.771935790062315,9.6853729934607,0.833057498741529,0.41216586010312,NaN,NaN,0.00939815869363432,99270,47541.2392182473,64
Composite Threshold,Task Completion,4,55,0.0319527153052433,0.771935790062315,9.6853729934607,0.833057498741529,0.41216586010312,NaN,NaN,0.349232823596611,86300,40227.2392182473,71
Random Choice,Task Completion,4,55,0.0319527153052433,0.771935790062315,9.6853729934607,0.833057498741529,0.41216586010312,0.0243726891922605,0.642199854312936,0.0092467448520646,13000,-122.76078175266,4673
Response Threshold,Task Demand,8,897,0.00522924338398708,0.761851894049913,7.89776697361671,0.590285895194081,0.858536498905811,NaN,NaN,0.240803373445679,1514856,-35272.9920217698,1438
Satisfaction Threshold,Task Demand,8,897,0.00522924338398708,0.761851894049913,7.89776697361671,0.590285895194081,0.858536498905811,NaN,NaN,0.0235852543037789,1644229,8390.00797823025,430
Composite Threshold,Task Demand,8,897,0.00522924338398708,0.761851894049913,7.89776697361671,0.590285895194081,0.858536498905811,NaN,NaN,0.600693117715153,505624,-16209.9920217698,320
Random Choice,Task Demand,8,897,0.00522924338398708,0.761851894049913,7.89776697361671,0.590285895194081,0.858536498905811,0.209897771726105,0.707666417456076,0.001551347193293,1450188,-4085.99202176975,4927
Response Threshold,Task Completion,8,897,0.00522924338398708,0.761851894049913,7.89776697361671,0.590285895194081,0.858536498905811,NaN,NaN,0.177550921784006,1519834,-31393.9920217698,1574
Satisfaction Threshold,Task Completion,8,897,0.00522924338398708,0.761851894049913,7.89776697361671,0.590285895194081,0.858536498905811,NaN,NaN,0.0192962962075738,1618399,57192.0079782302,1414
Composite Threshold,Task Completion,8,897,0.00522924338398708,0.761851894049913,7.89776697361671,0.590285895194081,0.858536498905811,NaN,NaN,0.237172489163769,1191358,-28170.9920217698,773
Random Choice,Task Completion,8,897,0.00522924338398708,0.761851894049913,7.89776697361671,0.590285895194081,0.858536498905811,0.248583596947474,0.816204069828603,0.00126567657185598,1707869,17848.0079782302,4588
Response Threshold,Task Demand,1,339,0.0015287814135833,0.987038680168002,6.72580009422145,0.684280651118309,0.81941914067386,NaN,NaN,Inf,1590895,-524594.434259871,1
Satisfaction Threshold,Task Demand,1,339,0.0015287814135833,0.987038680168002,6.72580009422145,0.684280651118309,0.81941914067386,NaN,NaN,Inf,21745,-474706.434259871,1
Composite Threshold,Task Demand,1,339,0.0015287814135833,0.987038680168002,6.72580009422145,0.684280651118309,0.81941914067386,NaN,NaN,Inf,503238,-137551.434259871,3102
Random Choice,Task Demand,1,339,0.0015287814135833,0.987038680168002,6.72580009422145,0.684280651118309,0.81941914067386,0.105164502859943,0.029335908357529,Inf,78131,-7304.43425987079,4924
Response Threshold,Task Completion,1,339,0.0015287814135833,0.987038680168002,6.72580009422145,0.684280651118309,0.81941914067386,NaN,NaN,Inf,1683873,-477321.434259871,1
Satisfaction Threshold,Task Completion,1,339,0.0015287814135833,0.987038680168002,6.72580009422145,0.684280651118309,0.81941914067386,NaN,NaN,Inf,14217,-183720.434259871,1498
Composite Threshold,Task Completion,1,339,0.0015287814135833,0.987038680168002,6.72580009422145,0.684280651118309,0.81941914067386,NaN,NaN,Inf,441637,-140573.434259871,1639
Random Choice,Task Completion,1,339,0.0015287814135833,0.987038680168002,6.72580009422145,0.684280651118309,0.81941914067386,0.633660905095904,0.170272645545477,Inf,454990,5510.56574012921,4855
Response Threshold,Task Demand,2,289,0.00101491584350589,0.832561757298368,3.20228375687221,0.353046833996527,0.832559853297946,NaN,NaN,0.0064311707582702,1207137,-983928.042088893,1
Satisfaction Threshold,Task Demand,2,289,0.00101491584350589,0.832561757298368,3.20228375687221,0.353046833996527,0.832559853297946,NaN,NaN,0.223920573628144,118827,-619359.042088893,1
Composite Threshold,Task Demand,2,289,0.00101491584350589,0.832561757298368,3.20228375687221,0.353046833996527,0.832559853297946,NaN,NaN,0.183947473848381,179761,-371891.042088893,655
Random Choice,Task Demand,2,289,0.00101491584350589,0.832561757298368,3.20228375687221,0.353046833996527,0.832559853297946,0.239496097703425,0.845059473068659,0.000463570030529322,540186,-1389229.04208889,1
Response Threshold,Task Completion,2,289,0.00101491584350589,0.832561757298368,3.20228375687221,0.353046833996527,0.832559853297946,NaN,NaN,0.000126585598828165,1313641,-920245.042088893,1
Satisfaction Threshold,Task Completion,2,289,0.00101491584350589,0.832561757298368,3.20228375687221,0.353046833996527,0.832559853297946,NaN,NaN,0.241786548774563,4038,-276193.042088893,3426
Composite Threshold,Task Completion,2,289,0.00101491584350589,0.832561757298368,3.20228375687221,0.353046833996527,0.832559853297946,NaN,NaN,0.224147985386624,9980,-269031.042088893,4102
Random Choice,Task Completion,2,289,0.00101491584350589,0.832561757298368,3.20228375687221,0.353046833996527,0.832559853297946,0.639453832158332,0.82866062128377,0.000208508290313682,1042852,-1079542.04208889,1
Response Threshold,Task Demand,4,786,0.00210872631654775,0.899839181103691,6.9899797601174,0.91331104016323,0.425280827330039,NaN,NaN,0.00714416433844504,3389379,-353262.086507178,3475
Satisfaction Threshold,Task Demand,4,786,0.00210872631654775,0.899839181103691,6.9899797601174,0.91331104016323,0.425280827330039,NaN,NaN,0.395040557877787,379455,-203232.086507178,2254
Composite Threshold,Task Demand,4,786,0.00210872631654775,0.899839181103691,6.9899797601174,0.91331104016323,0.425280827330039,NaN,NaN,0.351130915513979,953523,-178725.086507178,1353
Random Choice,Task Demand,4,786,0.00210872631654775,0.899839181103691,6.9899797601174,0.91331104016323,0.425280827330039,0.741878729354567,0.572628634433666,0.00046135844107722,2541918,-18497.0865071784,4925
Response Threshold,Task Completion,4,786,0.00210872631654775,0.899839181103691,6.9899797601174,0.91331104016323,0.425280827330039,NaN,NaN,0.010330463406118,3575557,-249863.086507178,4739
Satisfaction Threshold,Task Completion,4,786,0.00210872631654775,0.899839181103691,6.9899797601174,0.91331104016323,0.425280827330039,NaN,NaN,0.143242211387617,371214,-159702.086507178,919
Composite Threshold,Task Completion,4,786,0.00210872631654775,0.899839181103691,6.9899797601174,0.91331104016323,0.425280827330039,NaN,NaN,0.149026919718057,1387040,-98836.0865071784,1433
Random Choice,Task Completion,4,786,0.00210872631654775,0.899839181103691,6.9899797601174,0.91331104016323,0.425280827330039,0.470494432104771,0.357098464049411,0.000803420519239333,1595510,-293.086507178377,4914
Response Threshold,Task Demand,8,504,0.00393542228460978,0.77194527488784,7.58028467894501,0.357454129880984,0.260527220424113,NaN,NaN,0.153412431220396,1138396,-31138.4673944219,1406
Satisfaction Threshold,Task Demand,8,504,0.00393542228460978,0.77194527488784,7.58028467894501,0.357454129880984,0.260527220424113,NaN,NaN,0.196872936992488,800959,-3372.46739442192,664
Composite Threshold,Task Demand,8,504,0.00393542228460978,0.77194527488784,7.58028467894501,0.357454129880984,0.260527220424113,NaN,NaN,0.552522550675382,352436,-15019.4673944219,425
Random Choice,Task Demand,8,504,0.00393542228460978,0.77194527488784,7.58028467894501,0.357454129880984,0.260527220424113,0.392140153101159,0.892455625303381,0.000835914522765838,1373567,1333.53260557808,4906
Response Threshold,Task Completion,8,504,0.00393542228460978,0.77194527488784,7.58028467894501,0.357454129880984,0.260527220424113,NaN,NaN,0.158415272078077,1093093,-60121.4673944219,1446
Satisfaction Threshold,Task Completion,8,504,0.00393542228460978,0.77194527488784,7.58028467894501,0.357454129880984,0.260527220424113,NaN,NaN,0.0829501094768582,819252,-41681.4673944219,1458
Composite Threshold,Task Completion,8,504,0.00393542228460978,0.77194527488784,7.58028467894501,0.357454129880984,0.260527220424113,NaN,NaN,0.299634445951878,664724,-50188.4673944219,628
Random Choice,Task Completion,8,504,0.00393542228460978,0.77194527488784,7.58028467894501,0.357454129880984,0.260527220424113,0.153616999004653,0.352849889659429,0.00326270419588111,538855,-3089.46739442192,4918
Response Threshold,Task Demand,1,44,0.00636112134608505,0.828015059435864,4.12438795690747,0.0883597530295127,0.607063724109165,NaN,NaN,Inf,66644,-1205.11662955914,930
Satisfaction Threshold,Task Demand,1,44,0.00636112134608505,0.828015059435864,4.12438795690747,0.0883597530295127,0.607063724109165,NaN,NaN,Inf,61471,-280.116629559139,952
Composite Threshold,Task Demand,1,44,0.00636112134608505,0.828015059435864,4.12438795690747,0.0883597530295127,0.607063724109165,NaN,NaN,Inf,53549,-1119.11662955914,459
Random Choice,Task Demand,1,44,0.00636112134608505,0.828015059435864,4.12438795690747,0.0883597530295127,0.607063724109165,0.0408270360179145,0.172260474060973,Inf,14410,499.883370440861,4809
Response Threshold,Task Completion,1,44,0.00636112134608505,0.828015059435864,4.12438795690747,0.0883597530295127,0.607063724109165,NaN,NaN,Inf,65326,-1956.11662955914,2484
Satisfaction Threshold,Task Completion,1,44,0.00636112134608505,0.828015059435864,4.12438795690747,0.0883597530295127,0.607063724109165,NaN,NaN,Inf,61435,683.883370440861,2870
Composite Threshold,Task Completion,1,44,0.00636112134608505,0.828015059435864,4.12438795690747,0.0883597530295127,0.607063724109165,NaN,NaN,Inf,48499,-1554.11662955914,1299
